,ATC_LVL5,ATC_LVL4,ATC_LVL3,ATC_LVL2,ATC_LVL1,active_ingredient,smile_x,ATC_LVL0
995,dorzolamide,"carbonic anhydrase inhibitors, antiglaucoma drugs and miotics",antiglaucoma preparations and miotics,ophthalmologicals,sensory organ drugs,dorzolamide,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,ROOT
996,probucol,other lipid modifying agents in atc,"lipid modifying agents, plain",lipid modifying agents,cardiovascular system drugs,probucol,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,ROOT
997,deferasirox,iron chelating agents,all other therapeutic products,all other therapeutic products,various drug classes in atc,deferasirox,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,ROOT
998,primidone,barbiturates and derivatives,antiepileptics,antiepileptics,nervous system drugs,primidone,CCC1(c2ccccc2)C(=O)NCNC1=O,ROOT
999,ceforanide,second-generation cephalosporins,other beta-lactam antibacterials in atc,antibacterials for systemic use,antiinfectives for systemic use,ceforanide,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,ROOT
1000,nitazoxanide,other agents against amoebiasis and other protozoal diseases in atc,agents against amoebiasis and other protozoal diseases,antiprotozoals,"antiparasitic products, insecticides and repellents",nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,ROOT
1001,diazepam,benzodiazepine derivative anxiolytics,anxiolytics,psycholeptics,nervous system drugs,diazepam,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,ROOT
1002,citalopram,selective serotonin reuptake inhibitors,antidepressants,psychoanaleptics,nervous system drugs,citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,ROOT
1003,methyclothiazide,"thiazides, plain","low-ceiling diuretics, thiazides",diuretics,cardiovascular system drugs,methyclothiazide,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,ROOT
1004,nefazodone,other antidepressants in atc,antidepressants,psychoanaleptics,nervous system drugs,nefazodone,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,ROOT
1005,thioridazine,"phenothiazines with piperidine structure, antipsychotics",antipsychotics,psycholeptics,nervous system drugs,thioridazine,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,ROOT
1006,tirofiban,platelet aggregation inhibitors excl. heparin,antithrombotic agents,antithrombotic agents,blood and blood forming organ drugs,tirofiban,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,ROOT
1007,ticlopidine,platelet aggregation inhibitors excl. heparin,antithrombotic agents,antithrombotic agents,blood and blood forming organ drugs,ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,ROOT
1008,verapamil,"phenylalkylamine derivatives, selective calcium channel blockers with direct cardiac effects",selective calcium channel blockers with direct cardiac effects,calcium channel blockers,cardiovascular system drugs,verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,ROOT
1009,tamsulosin,"alpha-adrenoreceptor antagonists, benign prostatic hypertrophy",drugs used in benign prostatic hypertrophy,urologicals,genito urinary system and sex hormones,tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,ROOT
1010,metrizamide,"watersoluble, nephrotropic, low osmolar x-ray contrast media","x-ray contrast media, iodinated",contrast media,various drug classes in atc,metrizamide,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,ROOT
1011,carvedilol,alpha and beta blocking agents,beta blocking agents,beta-adrenergic blocking agents,cardiovascular system drugs,carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,ROOT
1012,molindone,"indole derivatives, antipsychotic",antipsychotics,psycholeptics,nervous system drugs,molindone,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,ROOT
1013,granisetron,"serotonin (5ht3) antagonists, antiemetics and antinauseants",antiemetics and antinauseants,antiemetics and antinauseants,alimentary tract and metabolism drugs,granisetron,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,ROOT
1014,alprenolol,"beta blocking agents, non-selective",beta blocking agents,beta-adrenergic blocking agents,cardiovascular system drugs,alprenolol,C=CCc1ccccc1OCC(O)CNC(C)C,ROOT
1015,darifenacin,drugs for urinary frequency and incontinence,urologicals,urologicals,genito urinary system and sex hormones,darifenacin,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,ROOT
1016,trimethoprim,"trimethoprim and derivatives, systemic antibacterials",sulfonamides and trimethoprim antibacterials for systemic use,antibacterials for systemic use,antiinfectives for systemic use,trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,ROOT
1017,naloxone,antidotes,all other therapeutic products,all other therapeutic products,various drug classes in atc,naloxone,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,ROOT
1018,naloxone,peripheral opioid receptor antagonists,drugs for constipation,drugs for constipation,alimentary tract and metabolism drugs,naloxone,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,ROOT
1019,metixene,"tertiary amines, anticholinergic",anticholinergic agents,anti-parkinson drugs,nervous system drugs,metixene,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,ROOT
1020,spectinomycin,other antibacterials in atc,other antibacterials in atc,antibacterials for systemic use,antiinfectives for systemic use,spectinomycin,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,ROOT
1021,pergolide,dopamine agonists,dopaminergic agents,anti-parkinson drugs,nervous system drugs,pergolide,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,ROOT
1022,ethotoin,"hydantoin derivatives, antiepileptics",antiepileptics,antiepileptics,nervous system drugs,ethotoin,CCN1C(=O)NC(c2ccccc2)C1=O,ROOT
1023,zalcitabine,nucleoside and nucleotide reverse transcriptase inhibitors,direct acting antivirals,antivirals for systemic use,antiinfectives for systemic use,zalcitabine,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,ROOT
1024,halofantrine,other antimalarials in atc,antimalarials,antiprotozoals,"antiparasitic products, insecticides and repellents",halofantrine,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,ROOT
1025,methocarbamol,"carbamic acid esters, centrally acting muscle relaxants","muscle relaxants, centrally acting agents",muscle relaxants,musculo-skeletal system drugs,methocarbamol,COc1ccccc1OCC(O)COC(N)=O,ROOT
1026,phenformin,biguanide blood glucose lower drugs,"blood glucose lowering drugs, excl. insulins",drugs used in diabetes,alimentary tract and metabolism drugs,phenformin,N=C(N)NC(=N)NCCc1ccccc1,ROOT
1027,ethosuximide,"succinimide derivatives, antiepileptics",antiepileptics,antiepileptics,nervous system drugs,ethosuximide,CCC1(C)CC(=O)NC1=O,ROOT
1028,naproxen,antiinflammatory products for vaginal administration,other gynecologicals in atc,other gynecologicals in atc,genito urinary system and sex hormones,naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,ROOT
1029,naproxen,"antiinflammatory preparations, non-steroids for topical use",topical products for joint and muscular pain,topical products for joint and muscular pain,musculo-skeletal system drugs,naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,ROOT
1030,naproxen,"propionic acid derivatives, antiinflammatory and antirheumatic products","antiinflammatory and antirheumatic products, non-steroids",antiinflammatory and antirheumatic products,musculo-skeletal system drugs,naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,ROOT
1031,procaterol,selective beta-2-adrenoreceptor agonist inhalants,"adrenergics, inhalants",drugs for obstructive airway diseases,respiratory system drugs,procaterol,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,ROOT
1032,procaterol,"selective beta-2-adrenoreceptor agonists, systemic",adrenergics for systemic use,drugs for obstructive airway diseases,respiratory system drugs,procaterol,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,ROOT
1033,mitoxantrone,anthracyclines and related substances,cytotoxic antibiotics and related substances,antineoplastic agents,antineoplastic and immunomodulating agents,mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,ROOT
1034,methadone,drugs used in opioid dependence,drugs used in addictive disorders,other nervous system drugs in atc,nervous system drugs,methadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,ROOT
1035,etonogestrel,progestogen systemic hormonal contraceptives,hormonal contraceptives for systemic use,sex hormones and modulators of the genital system,genito urinary system and sex hormones,etonogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,ROOT
1036,bethanechol,"choline esters, parasympathomimetics",parasympathomimetics,other nervous system drugs in atc,nervous system drugs,bethanechol,CC(C[N+](C)(C)C)OC(N)=O,ROOT
1037,eltrombopag,other systemic hemostatics in atc,vitamin k and other hemostatics,antihemorrhagics,blood and blood forming organ drugs,eltrombopag,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,ROOT
1038,neostigmine,"parasympathomimetics, antiglaucoma preparations and miotics",antiglaucoma preparations and miotics,ophthalmologicals,sensory organ drugs,neostigmine,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,ROOT
1039,neostigmine,anticholinesterase parasympathomimetics,parasympathomimetics,other nervous system drugs in atc,nervous system drugs,neostigmine,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,ROOT
1040,bisoprolol,"beta blocking agents, selective",beta blocking agents,beta-adrenergic blocking agents,cardiovascular system drugs,bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,ROOT
1041,decitabine,"pyrimidine analogues, antineoplastic antimetabolites",antimetabolites,antineoplastic agents,antineoplastic and immunomodulating agents,decitabine,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,ROOT
1042,methdilazine,"phenothiazine derivatives, systemic antihistamines",antihistamines for systemic use,antihistamines for systemic use,respiratory system drugs,methdilazine,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,ROOT
1043,bortezomib,other antineoplastic agents in atc,other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,bortezomib,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,ROOT
1044,sildenafil,drugs used in erectile dysfunction,urologicals,urologicals,genito urinary system and sex hormones,sildenafil,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,ROOT
1045,mequitazine,"phenothiazine derivatives, systemic antihistamines",antihistamines for systemic use,antihistamines for systemic use,respiratory system drugs,mequitazine,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,ROOT
1046,dexbrompheniramine,"substituted alkylamines, systemic antihistamines",antihistamines for systemic use,antihistamines for systemic use,respiratory system drugs,dexbrompheniramine,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,ROOT
1047,methoxyflurane,other analgesics and antipyretics in atc,other analgesics and antipyretics in atc,analgesics,nervous system drugs,methoxyflurane,COC(F)(F)C(Cl)Cl,ROOT
1048,sumatriptan,"selective serotonin (5ht1) agonists, antimigraine drugs",antimigraine preparations,analgesics,nervous system drugs,sumatriptan,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,ROOT
1049,rizatriptan,"selective serotonin (5ht1) agonists, antimigraine drugs",antimigraine preparations,analgesics,nervous system drugs,rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,ROOT
1050,fludrocortisone,"mineralocorticoids for systemic use, plain","corticosteroids for systemic use, plain",corticosteroids for systemic use,"systemic hormonal preparations, excl. sex hormones and insulins",fludrocortisone,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,ROOT
1051,enalapril,"ace inhibitors, plain","ace inhibitors, plain",agents acting on the renin-angiotensin system,cardiovascular system drugs,enalapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,ROOT
1052,zanamivir,"neuraminidase inhibitors, direct acting antivirals",direct acting antivirals,antivirals for systemic use,antiinfectives for systemic use,zanamivir,CC(=O)N[C@@H]1[C@@H](N=C(N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,ROOT
1053,sulfamethoxazole,intermediate-acting sulfonamides,sulfonamides and trimethoprim antibacterials for systemic use,antibacterials for systemic use,antiinfectives for systemic use,sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,ROOT
1054,remoxipride,benzamide antipsychotics,antipsychotics,psycholeptics,nervous system drugs,remoxipride,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,ROOT
1055,mepivacaine,amide local anesthetics,local anesthetics,anesthetics,nervous system drugs,mepivacaine,Cc1cccc(C)c1NC(=O)C1CCCCN1C,ROOT
1056,calcitriol,other antipsoriatics for topical use in atc,antipsoriatics for topical use,antipsoriatics,dermatologicals,calcitriol,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,ROOT
1057,calcitriol,vitamin d and analogues,"vitamin a and d, incl. combinations of the two",vitamins,alimentary tract and metabolism drugs,calcitriol,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,ROOT
1058,aprepitant,other antiemetics in atc,antiemetics and antinauseants,antiemetics and antinauseants,alimentary tract and metabolism drugs,aprepitant,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ROOT
1059,prazepam,benzodiazepine derivative anxiolytics,anxiolytics,psycholeptics,nervous system drugs,prazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,ROOT
1060,mitiglinide,"other blood glucose lowering drugs, excl. insulins in atc","blood glucose lowering drugs, excl. insulins",drugs used in diabetes,alimentary tract and metabolism drugs,mitiglinide,O=C(O)C(CC(=O)N1CC2CCCCC2C1)Cc1ccccc1,ROOT
1061,hydroflumethiazide,"thiazides, plain","low-ceiling diuretics, thiazides",diuretics,cardiovascular system drugs,hydroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,ROOT
1062,venlafaxine,other antidepressants in atc,antidepressants,psychoanaleptics,nervous system drugs,venlafaxine,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,ROOT
1063,polythiazide,"thiazides, plain","low-ceiling diuretics, thiazides",diuretics,cardiovascular system drugs,polythiazide,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,ROOT
1064,oxcarbazepine,"carboxamide derivatives, antiepileptics",antiepileptics,antiepileptics,nervous system drugs,oxcarbazepine,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,ROOT
1065,permethrin,"pyrethrines, incl. synthetic compounds, ectoparasiticides, incl. scabicides","ectoparasiticides, incl. scabicides","ectoparasiticides, incl. scabicides, insecticides and repellents","antiparasitic products, insecticides and repellents",permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,ROOT
1066,gliclazide,sulfonylureas for blood glucose lowering,"blood glucose lowering drugs, excl. insulins",drugs used in diabetes,alimentary tract and metabolism drugs,gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,ROOT
1067,tobramycin,"antibiotics, ophthalmologic",antiinfective ophthalmologics,ophthalmologicals,sensory organ drugs,tobramycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,ROOT
1068,tobramycin,other aminoglycosides in atc,aminoglycoside antibacterials,antibacterials for systemic use,antiinfectives for systemic use,tobramycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,ROOT
1069,nilutamide,anti-androgen hormone antagonists and related agents,hormone antagonists and related agents,endocrine therapy antineoplastic and immunomodulating agents,antineoplastic and immunomodulating agents,nilutamide,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,ROOT
1070,tolnaftate,other antifungals for topical use in atc,antifungals for topical use,antifungals for dermatological use,dermatologicals,tolnaftate,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,ROOT
1071,isoniazid,hydrazides for tuberculosis treatment,drugs for treatment of tuberculosis,antimycobacterials,antiinfectives for systemic use,isoniazid,NNC(=O)c1ccncc1,ROOT
1072,fosamprenavir,"protease inhibitors, direct acting antivirals",direct acting antivirals,antivirals for systemic use,antiinfectives for systemic use,fosamprenavir,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,ROOT
1073,rabeprazole,proton pump inhibitors for peptic ulcer and gord,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),drugs for acid related disorders,alimentary tract and metabolism drugs,rabeprazole,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,ROOT
1074,econazole,"imidazole derivatives, gyncological antiinfectives","antiinfectives and antiseptics, excl. combinations with corticosteroids",gynecological antiinfectives and antiseptics,genito urinary system and sex hormones,econazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,ROOT
1075,econazole,"imidazole and triazole derivatives, topical antifungals",antifungals for topical use,antifungals for dermatological use,dermatologicals,econazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,ROOT
1076,flumazenil,antidotes,all other therapeutic products,all other therapeutic products,various drug classes in atc,flumazenil,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,ROOT
1077,orciprenaline,non-selective beta-adrenoreceptor agonist inhalants,"adrenergics, inhalants",drugs for obstructive airway diseases,respiratory system drugs,orciprenaline,CC(C)NCC(O)c1cc(O)cc(O)c1,ROOT
1078,orciprenaline,non-selective beta-adrenoreceptor agonists for systemic use,adrenergics for systemic use,drugs for obstructive airway diseases,respiratory system drugs,orciprenaline,CC(C)NCC(O)c1cc(O)cc(O)c1,ROOT
1079,apraclonidine,sympathomimetics in glaucoma therapy,antiglaucoma preparations and miotics,ophthalmologicals,sensory organ drugs,apraclonidine,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,ROOT
1080,amrinone,"phosphodiesterase inhibitors, cardiac stimulant",cardiac stimulants excl. cardiac glycosides,cardiac therapy drugs,cardiovascular system drugs,amrinone,Nc1cc(-c2ccncc2)c[nH]c1=O,ROOT
1081,felbamate,other antiepileptics in atc,antiepileptics,antiepileptics,nervous system drugs,felbamate,NC(=O)OCC(COC(N)=O)c1ccccc1,ROOT
1082,fosfomycin,other antibacterials in atc,other antibacterials in atc,antibacterials for systemic use,antiinfectives for systemic use,fosfomycin,C[C@@H]1O[C@@H]1P(=O)(O)O,ROOT
1083,penbutolol,"beta blocking agents, non-selective",beta blocking agents,beta-adrenergic blocking agents,cardiovascular system drugs,penbutolol,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,ROOT
1084,nilotinib,"protein kinase inhibitors, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,nilotinib,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,ROOT
1085,formoterol,selective beta-2-adrenoreceptor agonist inhalants,"adrenergics, inhalants",drugs for obstructive airway diseases,respiratory system drugs,formoterol,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,ROOT
1086,clomipramine,non-selective monoamine reuptake inhibitors,antidepressants,psychoanaleptics,nervous system drugs,clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,ROOT
1087,cycloserine,"antibiotics, antitubercular",drugs for treatment of tuberculosis,antimycobacterials,antiinfectives for systemic use,cycloserine,N[C@@H]1CONC1=O,ROOT
1088,travoprost,"prostaglandin analogues, antiglaucoma drugs and miotics",antiglaucoma preparations and miotics,ophthalmologicals,sensory organ drugs,travoprost,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1,ROOT
1089,acebutolol,"beta blocking agents, selective",beta blocking agents,beta-adrenergic blocking agents,cardiovascular system drugs,acebutolol,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,ROOT
1090,piperazine,"piperazine and derivatives, antinematodal agents",antinematodal agents,anthelmintics,"antiparasitic products, insecticides and repellents",piperazine,C1CNCCN1,ROOT
1091,rotigotine,dopamine agonists,dopaminergic agents,anti-parkinson drugs,nervous system drugs,rotigotine,CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,ROOT
1092,sulpiride,benzamide antipsychotics,antipsychotics,psycholeptics,nervous system drugs,sulpiride,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,ROOT
1093,memantine,other anti-dementia drugs in atc,anti-dementia drugs,psychoanaleptics,nervous system drugs,memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,ROOT
1094,metolazone,"sulfonamides, low-ceiling diuretics, plain","low-ceiling diuretics, excl. thiazides",diuretics,cardiovascular system drugs,metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,ROOT
1095,cinoxacin,other quinolones in atc,quinolone antibacterials,antibacterials for systemic use,antiinfectives for systemic use,cinoxacin,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,ROOT
1096,arbutamine,adrenergic and dopaminergic cardiac stimulants,cardiac stimulants excl. cardiac glycosides,cardiac therapy drugs,cardiovascular system drugs,arbutamine,Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,ROOT
1097,fenoldopam,adrenergic and dopaminergic cardiac stimulants,cardiac stimulants excl. cardiac glycosides,cardiac therapy drugs,cardiovascular system drugs,fenoldopam,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,ROOT
1098,cefpiramide,third-generation cephalosporins,other beta-lactam antibacterials in atc,antibacterials for systemic use,antiinfectives for systemic use,cefpiramide,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,ROOT
1099,aminophylline,"xanthines, systemic for obstructive airway disease",other systemic drugs for obstructive airway diseases in atc,drugs for obstructive airway diseases,respiratory system drugs,aminophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,ROOT
1100,vemurafenib,"protein kinase inhibitors, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,vemurafenib,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,ROOT
1101,colchicine,preparations with no effect on uric acid metabolism,antigout preparations,antigout preparations,musculo-skeletal system drugs,colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,ROOT
1102,gemifloxacin,"fluoroquinolone antibacterials, systemic",quinolone antibacterials,antibacterials for systemic use,antiinfectives for systemic use,gemifloxacin,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,ROOT
1103,mepenzolate,"synthetic anticholinergics, quaternary ammonium compounds for functional gastrointestinal disorders",drugs for functional gastrointestinal disorders,drugs for functional gastrointestinal disorders,alimentary tract and metabolism drugs,mepenzolate,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,ROOT
1104,telmisartan,"angiotensin ii antagonists, plain","angiotensin ii antagonists, plain",agents acting on the renin-angiotensin system,cardiovascular system drugs,telmisartan,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,ROOT
1105,oxycodone,natural opium alkaloid analgesics,opioid analgesics,analgesics,nervous system drugs,oxycodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,ROOT
1106,treprostinil,platelet aggregation inhibitors excl. heparin,antithrombotic agents,antithrombotic agents,blood and blood forming organ drugs,treprostinil,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,ROOT
1107,dihydrocodeine,natural opium alkaloid analgesics,opioid analgesics,analgesics,nervous system drugs,dihydrocodeine,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,ROOT
1108,ticagrelor,platelet aggregation inhibitors excl. heparin,antithrombotic agents,antithrombotic agents,blood and blood forming organ drugs,ticagrelor,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,ROOT
1109,stanozolol,androstan derivatives,anabolic steroids,anabolic agents for systemic use,alimentary tract and metabolism drugs,stanozolol,CC12Cc3c[nH]nc3CC1CCC1C2CCC2(C)C1CCC2(C)O,ROOT
1110,docosanol,"antivirals, topical",chemotherapeutics for topical use,antibiotics and chemotherapeutics for dermatological use,dermatologicals,docosanol,CCCCCCCCCCCCCCCCCCCCCCO,ROOT
1111,clomifene,"ovulation stimulants, synthetic",gonadotropins and other ovulation stimulants,sex hormones and modulators of the genital system,genito urinary system and sex hormones,clomifene,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,ROOT
1112,mebendazole,"benzimidazole derivatives, antinematodal",antinematodal agents,anthelmintics,"antiparasitic products, insecticides and repellents",mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,ROOT
1113,progesterone,"pregnen (4) derivatives, progestogens",progestogen sex hormones and modulators of the genital system,sex hormones and modulators of the genital system,genito urinary system and sex hormones,progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,ROOT
1114,ruxolitinib,"protein kinase inhibitors, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,ruxolitinib,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,ROOT
